County,PD,Year,Sworn Full Time,Sworn Part Time,Sworn Total,Civilian Full Time,Civilian Part Time,Civilian Total,Full Time Total,Part Time Total,Grand Total
Dutchess,Wappingers Falls Vg PD,2015,3,26,29,2,4,6,5,30,35
Dutchess,Wappingers Falls Vg PD,2016,1,23,24,2,6,8,3,29,32
Dutchess,Wappingers Falls Vg PD,2017,1,27,28,3,3,6,4,30,34
Dutchess,Red Hook Vg PD,2007,2,11,13,0,1,1,2,12,14
Dutchess,Red Hook Vg PD,2008,0,0,0,0,0,0,0,0,0
Dutchess,Red Hook Vg PD,2009,2,10,12,0,1,1,2,11,13
Dutchess,Red Hook Vg PD,2010,2,12,14,1,0,1,3,12,15
Dutchess,Red Hook Vg PD,2011,2,12,14,0,1,1,2,13,15
Dutchess,Red Hook Vg PD,2012,2,11,13,0,1,1,2,12,14
Dutchess,Red Hook Vg PD,2013,2,12,14,0,0,0,2,12,14
Dutchess,Red Hook Vg PD,2014,2,11,13,0,1,1,2,12,14
Dutchess,Red Hook Vg PD,2015,0,0,0,0,0,0,0,0,0
Dutchess,Red Hook Vg PD,2016,0,0,0,0,0,0,0,0,0
Dutchess,Red Hook Vg PD,2017,0,0,0,0,0,0,0,0,0
Dutchess,Rhinebeck Vg PD,2007,0,13,13,0,1,1,0,14,14
Dutchess,Rhinebeck Vg PD,2008,0,14,14,0,0,0,0,14,14
Dutchess,Rhinebeck Vg PD,2009,0,14,14,0,1,1,0,15,15
Dutchess,Rhinebeck Vg PD,2010,0,14,14,0,1,1,0,15,15
Dutchess,Rhinebeck Vg PD,2011,0,14,14,0,1,1,0,15,15
Dutchess,Rhinebeck Vg PD,2012,0,12,12,0,1,1,0,13,13
Dutchess,Rhinebeck Vg PD,2013,0,14,14,0,1,1,0,15,15
Dutchess,Rhinebeck Vg PD,2014,0,14,14,0,1,1,0,15,15
Dutchess,Rhinebeck Vg PD,2015,0,13,13,0,1,1,0,14,14
Dutchess,Rhinebeck Vg PD,2016,0,13,13,0,1,1,0,14,14
Dutchess,Rhinebeck Vg PD,2017,0,14,14,0,1,1,0,15,15
Dutchess,Millbrook Vg PD,2007,0,9,9,0,0,0,0,9,9
Dutchess,Millbrook Vg PD,2008,0,7,7,0,0,0,0,7,7
Dutchess,Millbrook Vg PD,2009,0,8,8,0,0,0,0,8,8
Dutchess,Millbrook Vg PD,2010,0,7,7,0,0,0,0,7,7
Dutchess,Millbrook Vg PD,2011,0,7,7,0,0,0,0,7,7
Dutchess,Millbrook Vg PD,2012,0,0,0,0,0,0,0,0,0
Dutchess,Millbrook Vg PD,2013,0,5,5,0,0,0,0,5,5
Dutchess,Millbrook Vg PD,2014,0,6,6,0,0,0,0,6,6
Dutchess,Millbrook Vg PD,2015,0,0,0,0,0,0,0,0,0
Dutchess,Millbrook Vg PD,2016,0,5,5,0,1,1,0,6,6
Dutchess,Millbrook Vg PD,2017,0,0,0,0,0,0,0,0,0
Dutchess,Pine Plains Town PD,2007,0,9,9,0,0,0,0,9,9
Dutchess,Pine Plains Town PD,2008,0,9,9,0,0,0,0,9,9
Dutchess,Pine Plains Town PD,2009,0,10,10,0,0,0,0,10,10
Dutchess,Pine Plains Town PD,2010,0,7,7,0,0,0,0,7,7
Dutchess,Pine Plains Town PD,2011,0,7,7,0,0,0,0,7,7
Dutchess,Pine Plains Town PD,2012,0,9,9,0,0,0,0,9,9
Dutchess,Pine Plains Town PD,2013,0,8,8,0,0,0,0,8,8
Dutchess,Pine Plains Town PD,2014,0,0,0,0,0,0,0,0,0
Dutchess,Pine Plains Town PD,2015,0,0,0,0,0,0,0,0,0
Dutchess,Pine Plains Town PD,2016,0,0,0,0,0,0,0,0,0
Dutchess,Pine Plains Town PD,2017,0,0,0,0,0,0,0,0,0
Dutchess,Poughkeepsie Town PD,2007,87,0,87,11,6,17,98,6,104
Dutchess,Poughkeepsie Town PD,2008,84,0,84,12,16,28,96,16,112
Dutchess,Poughkeepsie Town PD,2009,86,0,86,12,16,28,98,16,114
Dutchess,Poughkeepsie Town PD,2010,85,0,85,11,15,26,96,15,111
Dutchess,Poughkeepsie Town PD,2011,83,0,83,12,13,25,95,13,108
Dutchess,Poughkeepsie Town PD,2012,81,0,81,11,12,23,92,12,104
Dutchess,Poughkeepsie Town PD,2013,79,0,79,10,13,23,89,13,102
Dutchess,Poughkeepsie Town PD,2014,79,0,79,11,13,24,90,13,103
Dutchess,Poughkeepsie Town PD,2015,78,0,78,11,12,23,89,12,101
Dutchess,Poughkeepsie Town PD,2016,80,0,80,11,12,23,91,12,103
Dutchess,Poughkeepsie Town PD,2017,80,0,80,13,9,22,93,9,102
Dutchess,Fishkill Town PD,2007,0,43,43,4,13,17,4,56,60
Dutchess,Fishkill Town PD,2008,0,42,42,4,13,17,4,55,59
Dutchess,Fishkill Town PD,2009,0,41,41,4,12,16,4,53,57
Dutchess,Fishkill Town PD,2010,0,45,45,4,11,15,4,56,60
Dutchess,Fishkill Town PD,2011,0,44,44,4,11,15,4,55,59
Dutchess,Fishkill Town PD,2012,0,45,45,4,10,14,4,55,59
Dutchess,Fishkill Town PD,2013,0,45,45,4,11,15,4,56,60
Dutchess,Fishkill Town PD,2014,0,43,43,4,10,14,4,53,57
Dutchess,Fishkill Town PD,2015,0,46,46,4,10,14,4,56,60
Dutchess,Fishkill Town PD,2016,0,40,40,4,12,16,4,52,56
Dutchess,Fishkill Town PD,2017,0,43,43,4,13,17,4,56,60
Dutchess,Hyde Park Town PD,2007,14,2,16,3,5,8,17,7,24
Dutchess,Hyde Park Town PD,2008,16,2,18,3,5,8,19,7,26
Dutchess,Hyde Park Town PD,2009,12,4,16,3,8,11,15,12,27
Dutchess,Hyde Park Town PD,2010,12,5,17,3,6,9,15,11,26
Dutchess,Hyde Park Town PD,2011,14,4,18,3,5,8,17,9,26
Dutchess,Hyde Park Town PD,2012,0,0,0,0,0,0,0,0,0
Dutchess,Hyde Park Town PD,2013,13,8,21,3,8,11,16,16,32
Dutchess,Hyde Park Town PD,2014,0,0,0,0,0,0,0,0,0
Dutchess,Hyde Park Town PD,2015,0,0,0,0,0,0,0,0,0
Dutchess,Hyde Park Town PD,2016,0,0,0,0,0,0,0,0,0
Dutchess,Hyde Park Town PD,2017,0,0,0,0,0,0,0,0,0
Dutchess,East Fishkill Town PD,2007,28,0,28,10,0,10,38,0,38
Dutchess,East Fishkill Town PD,2008,32,0,32,7,3,10,39,3,42
Dutchess,East Fishkill Town PD,2009,32,0,32,8,2,10,40,2,42
Dutchess,East Fishkill Town PD,2010,32,0,32,9,1,10,41,1,42
Dutchess,East Fishkill Town PD,2011,32,0,32,8,1,9,40,1,41
Dutchess,East Fishkill Town PD,2012,32,0,32,8,1,9,40,1,41
Dutchess,East Fishkill Town PD,2013,32,0,32,8,1,9,40,1,41
Dutchess,East Fishkill Town PD,2014,29,0,29,8,1,9,37,1,38
Dutchess,East Fishkill Town PD,2015,29,0,29,9,1,10,38,1,39
Dutchess,East Fishkill Town PD,2016,29,0,29,9,1,10,38,1,39
Dutchess,East Fishkill Town PD,2017,29,0,29,10,1,11,39,1,40
Erie,Erie County Sheriff,2007,142,11,153,28,1,29,170,12,182
Erie,Erie County Sheriff,2008,143,11,154,34,1,35,177,12,189
Erie,Erie County Sheriff,2009,147,13,160,44,1,45,191,14,205
Erie,Erie County Sheriff,2010,151,16,167,45,1,46,196,17,213
Erie,Erie County Sheriff,2011,133,9,142,24,1,25,157,10,167
Erie,Erie County Sheriff,2012,140,10,150,41,1,42,181,11,192
Erie,Erie County Sheriff,2013,140,9,149,40,2,42,180,11,191
Erie,Erie County Sheriff,2014,136,12,148,43,2,45,179,14,193
Erie,Erie County Sheriff,2015,136,15,151,41,1,42,177,16,193
Erie,Erie County Sheriff,2016,147,14,161,50,2,52,197,16,213
Erie,Erie County Sheriff,2017,145,14,159,43,2,45,188,16,204
Erie,Buffalo City PD,2007,708,0,708,148,153,301,856,153,1009
Erie,Buffalo City PD,2008,800,0,800,143,146,289,943,146,1089
Erie,Buffalo City PD,2009,796,0,796,148,136,284,944,136,1080
Erie,Buffalo City PD,2010,768,0,768,150,137,287,918,137,1055
Erie,Buffalo City PD,2011,736,0,736,145,143,288,881,143,1024
Erie,Buffalo City PD,2012,759,0,759,164,140,304,923,140,1063
Erie,Buffalo City PD,2013,741,0,741,175,124,299,916,124,1040
Erie,Buffalo City PD,2014,737,0,737,174,121,295,911,121,1032
Erie,Buffalo City PD,2015,724,0,724,186,116,302,910,116,1026
Erie,Buffalo City PD,2016,693,0,693,207,115,322,900,115,1015
Erie,Buffalo City PD,2017,781,0,781,201,107,308,982,107,1089
Erie,Lackawanna City PD,2007,47,0,47,20,0,20,67,0,67
Erie,Lackawanna City PD,2008,47,0,47,20,0,20,67,0,67
Erie,Lackawanna City PD,2009,48,0,48,7,0,7,55,0,55
Erie,Lackawanna City PD,2010,46,0,46,6,2,8,52,2,54
Erie,Lackawanna City PD,2011,47,0,47,6,2,8,53,2,55
Erie,Lackawanna City PD,2012,47,0,47,7,0,7,54,0,54
Erie,Lackawanna City PD,2013,46,0,46,7,0,7,53,0,53
Erie,Lackawanna City PD,2014,44,0,44,7,0,7,51,0,51
Erie,Lackawanna City PD,2015,44,0,44,7,0,7,51,0,51
Erie,Lackawanna City PD,2016,44,0,44,7,0,7,51,0,51
Erie,Lackawanna City PD,2017,49,0,49,7,0,7,56,0,56
Erie,Tonawanda City PD,2007,29,0,29,5,16,21,34,16,50
Erie,Tonawanda City PD,2008,29,0,29,5,14,19,34,14,48
Erie,Tonawanda City PD,2009,28,0,28,5,13,18,33,13,46
Erie,Tonawanda City PD,2010,28,0,28,5,3,8,33,3,36
Erie,Tonawanda City PD,2011,28,0,28,5,3,8,33,3,36
Erie,Tonawanda City PD,2012,28,0,28,6,1,7,34,1,35
Erie,Tonawanda City PD,2013,28,0,28,6,11,17,34,11,45
Erie,Tonawanda City PD,2014,28,0,28,6,11,17,34,11,45
Erie,Tonawanda City PD,2015,28,0,28,6,11,17,34,11,45
Erie,Tonawanda City PD,2016,27,0,27,6,12,18,33,12,45
Erie,Tonawanda City PD,2017,29,0,29,6,13,19,35,13,48
Erie,Kenmore Vg PD,2007,24,0,24,0,15,15,24,15,39
Erie,Kenmore Vg PD,2008,25,0,25,0,15,15,25,15,40
Erie,Kenmore Vg PD,2009,26,0,26,0,17,17,26,17,43
Erie,Kenmore Vg PD,2010,25,0,25,0,13,13,25,13,38
Erie,Kenmore Vg PD,2011,25,0,25,0,20,20,25,20,45
Erie,Kenmore Vg PD,2012,25,0,25,0,20,20,25,20,45
Erie,Kenmore Vg PD,2013,24,0,24,0,19,19,24,19,43
Erie,Kenmore Vg PD,2014,25,0,25,0,20,20,25,20,45
Erie,Kenmore Vg PD,2015,25,0,25,0,12,12,25,12,37
Erie,Kenmore Vg PD,2016,25,0,25,0,12,12,25,12,37
Erie,Kenmore Vg PD,2017,25,0,25,0,13,13,25,13,38
Erie,East Aurora-Town Of Aurora PD,2007,16,0,16,5,8,13,21,8,29
Erie,East Aurora-Town Of Aurora PD,2008,17,0,17,5,7,12,22,7,29
Erie,East Aurora-Town Of Aurora PD,2009,17,0,17,5,7,12,22,7,29
Erie,East Aurora-Town Of Aurora PD,2010,17,0,17,5,15,20,22,15,37
Erie,East Aurora-Town Of Aurora PD,2011,17,0,17,4,9,13,21,9,30
Erie,East Aurora-Town Of Aurora PD,2012,15,1,16,4,18,22,19,19,38
Erie,East Aurora-Town Of Aurora PD,2013,15,1,16,4,17,21,19,18,37
Erie,East Aurora-Town Of Aurora PD,2014,15,1,16,4,18,22,19,19,38
Erie,East Aurora-Town Of Aurora PD,2015,15,1,16,4,17,21,19,18,37
Erie,East Aurora-Town Of Aurora PD,2016,15,1,16,5,17,22,20,18,38
Erie,East Aurora-Town Of Aurora PD,2017,15,1,16,5,15,20,20,16,36
Erie,Depew Vg PD,2007,29,0,29,7,12,19,36,12,48
Erie,Depew Vg PD,2008,28,0,28,6,13,19,34,13,47
Erie,Depew Vg PD,2009,31,0,31,6,10,16,37,10,47
Erie,Depew Vg PD,2010,26,0,26,6,11,17,32,11,43
Erie,Depew Vg PD,2011,30,0,30,5,5,10,35,5,40
Erie,Depew Vg PD,2012,29,0,29,5,3,8,34,3,37
Erie,Depew Vg PD,2013,29,0,29,6,9,15,35,9,44
Erie,Depew Vg PD,2014,29,0,29,6,10,16,35,10,45
Erie,Depew Vg PD,2015,28,0,28,6,10,16,34,10,44
Erie,Depew Vg PD,2016,29,0,29,5,11,16,34,11,45
Erie,Depew Vg PD,2017,28,0,28,6,11,17,34,11,45
Erie,Gowanda Vg PD,2007,0,20,20,0,1,1,0,21,21
Erie,Gowanda Vg PD,2008,0,20,20,0,0,0,0,20,20
Erie,Gowanda Vg PD,2009,0,17,17,0,4,4,0,21,21
Erie,Gowanda Vg PD,2010,0,18,18,0,4,4,0,22,22
Erie,Gowanda Vg PD,2011,0,20,20,0,1,1,0,21,21
Erie,Gowanda Vg PD,2012,0,18,18,0,1,1,0,19,19
Erie,Gowanda Vg PD,2013,0,24,24,0,1,1,0,25,25
Erie,Gowanda Vg PD,2014,1,18,19,0,1,1,1,19,20
Erie,Gowanda Vg PD,2015,1,20,21,0,1,1,1,21,22
Erie,Gowanda Vg PD,2016,2,18,20,0,1,1,2,19,21
Erie,Gowanda Vg PD,2017,0,21,21,0,1,1,0,22,22
Erie,Hamburg Vg PD,2007,15,10,25,2,8,10,17,18,35
Erie,Hamburg Vg PD,2008,14,10,24,2,8,10,16,18,34
Erie,Hamburg Vg PD,2009,13,10,23,2,8,10,15,18,33
Erie,Hamburg Vg PD,2010,13,0,13,1,9,10,14,9,23
Erie,Hamburg Vg PD,2011,14,0,14,1,10,11,15,10,25
Erie,Hamburg Vg PD,2012,13,0,13,1,9,10,14,9,23
Erie,Hamburg Vg PD,2013,13,0,13,1,10,11,14,10,24
Erie,Hamburg Vg PD,2014,13,0,13,1,9,10,14,9,23
Erie,Hamburg Vg PD,2015,13,0,13,1,9,10,14,9,23
Erie,Hamburg Vg PD,2016,13,0,13,1,7,8,14,7,21
Erie,Hamburg Vg PD,2017,12,0,12,1,10,11,13,10,23
Erie,Akron Vg PD,2007,2,13,15,0,3,3,2,16,18
Erie,Akron Vg PD,2008,2,10,12,0,3,3,2,13,15
Erie,Akron Vg PD,2009,2,11,13,0,5,5,2,16,18
Erie,Akron Vg PD,2010,1,11,12,0,5,5,1,16,17
Erie,Akron Vg PD,2011,1,14,15,0,6,6,1,20,21
Erie,Akron Vg PD,2012,1,13,14,0,4,4,1,17,18
Erie,Akron Vg PD,2013,1,14,15,0,3,3,1,17,18
Erie,Akron Vg PD,2014,1,15,16,0,4,4,1,19,20
Erie,Akron Vg PD,2015,1,15,16,0,5,5,1,20,21
Erie,Akron Vg PD,2016,1,13,14,0,0,0,1,13,14
Erie,Akron Vg PD,2017,1,17,18,0,0,0,1,17,18
Erie,Amherst Town PD,2007,146,0,146,44,58,102,190,58,248
Erie,Amherst Town PD,2008,153,0,153,36,21,57,189,21,210
Erie,Amherst Town PD,2009,152,0,152,33,46,79,185,46,231
Erie,Amherst Town PD,2010,157,0,157,36,55,91,193,55,248
Erie,Amherst Town PD,2011,153,0,153,28,54,82,181,54,235
Erie,Amherst Town PD,2012,153,0,153,29,54,83,182,54,236
Erie,Amherst Town PD,2013,152,0,152,30,57,87,182,57,239
Erie,Amherst Town PD,2014,152,0,152,29,56,85,181,56,237
Erie,Amherst Town PD,2015,151,0,151,28,57,85,179,57,236
Erie,Amherst Town PD,2016,149,0,149,30,53,83,179,53,232
Erie,Amherst Town PD,2017,152,0,152,30,60,90,182,60,242
Erie,Brant Town PD,2007,1,9,10,0,0,0,1,9,10
Erie,Brant Town PD,2008,0,0,0,0,0,0,0,0,0
Erie,Brant Town PD,2009,0,17,17,0,0,0,0,17,17
Erie,Brant Town PD,2010,0,14,14,0,0,0,0,14,14
Erie,Brant Town PD,2011,1,14,15,0,0,0,1,14,15
Erie,Brant Town PD,2012,1,16,17,0,0,0,1,16,17
Erie,Brant Town PD,2013,1,13,14,0,0,0,1,13,14
Erie,Brant Town PD,2014,1,16,17,0,0,0,1,16,17
Erie,Brant Town PD,2015,1,15,16,0,0,0,1,15,16
Erie,Brant Town PD,2016,1,15,16,0,0,0,1,15,16
Erie,Brant Town PD,2017,1,15,16,0,0,0,1,15,16
Erie,Cheektowaga Town PD,2007,127,0,127,41,74,115,168,74,242
Erie,Cheektowaga Town PD,2008,129,0,129,36,70,106,165,70,235
Erie,Cheektowaga Town PD,2009,127,0,127,41,69,110,168,69,237
Erie,Cheektowaga Town PD,2010,126,0,126,44,70,114,170,70,240
Erie,Cheektowaga Town PD,2011,125,0,125,41,74,115,166,74,240
Erie,Cheektowaga Town PD,2012,128,0,128,39,82,121,167,82,249
Erie,Cheektowaga Town PD,2013,129,0,129,38,86,124,167,86,253
Erie,Cheektowaga Town PD,2014,129,0,129,38,81,119,167,81,248
Erie,Cheektowaga Town PD,2015,127,0,127,38,81,119,165,81,246
Erie,Cheektowaga Town PD,2016,126,0,126,36,78,114,162,78,240
Erie,Cheektowaga Town PD,2017,122,0,122,37,80,117,159,80,239
Erie,Orchard Park Town PD,2007,33,0,33,5,0,5,38,0,38
Erie,Orchard Park Town PD,2008,33,0,33,5,0,5,38,0,38
Erie,Orchard Park Town PD,2009,32,0,32,4,0,4,36,0,36
Erie,Orchard Park Town PD,2010,30,0,30,4,0,4,34,0,34
Erie,Orchard Park Town PD,2011,29,0,29,4,0,4,33,0,33
Erie,Orchard Park Town PD,2012,29,0,29,4,0,4,33,0,33
Erie,Orchard Park Town PD,2013,31,0,31,10,4,14,41,4,45
Erie,Orchard Park Town PD,2014,31,0,31,10,4,14,41,4,45
Erie,Orchard Park Town PD,2015,31,0,31,8,7,15,39,7,46
Erie,Orchard Park Town PD,2016,31,0,31,8,7,15,39,7,46
Erie,Orchard Park Town PD,2017,32,0,32,9,7,16,41,7,48
Erie,Eden Town PD,2007,4,9,13,1,8,9,5,17,22
Erie,Eden Town PD,2008,0,0,0,0,0,0,0,0,0
Erie,Eden Town PD,2009,4,8,12,1,7,8,5,15,20
Erie,Eden Town PD,2010,4,10,14,1,6,7,5,16,21
Erie,Eden Town PD,2011,4,10,14,1,7,8,5,17,22
Erie,Eden Town PD,2012,4,10,14,1,7,8,5,17,22
Erie,Eden Town PD,2013,4,10,14,1,7,8,5,17,22
Erie,Eden Town PD,2014,4,10,14,1,8,9,5,18,23
Erie,Eden Town PD,2015,4,9,13,1,8,9,5,17,22
Erie,Eden Town PD,2016,4,10,14,1,8,9,5,18,23
Erie,Eden Town PD,2017,4,9,13,1,7,8,5,16,21
Erie,Evans Town PD,2007,26,2,28,5,5,10,31,7,38
Erie,Evans Town PD,2008,24,3,27,6,5,11,30,8,38
Erie,Evans Town PD,2009,24,5,29,7,8,15,31,13,44
Erie,Evans Town PD,2010,24,5,29,6,11,17,30,16,46
Erie,Evans Town PD,2011,24,5,29,6,19,25,30,24,54
Erie,Evans Town PD,2012,24,5,29,6,16,22,30,21,51
Erie,Evans Town PD,2013,22,4,26,6,15,21,28,19,47
Erie,Evans Town PD,2014,22,5,27,6,19,25,28,24,52
Erie,Evans Town PD,2015,24,5,29,6,19,25,30,24,54
Erie,Evans Town PD,2016,24,5,29,6,20,26,30,25,55
Erie,Evans Town PD,2017,22,5,27,7,23,30,29,28,57
Erie,Hamburg Town PD,2007,57,0,57,19,12,31,76,12,88
Erie,Hamburg Town PD,2008,62,0,62,18,17,35,80,17,97
Erie,Hamburg Town PD,2009,61,0,61,17,8,25,78,8,86
Erie,Hamburg Town PD,2010,63,0,63,16,7,23,79,7,86
Erie,Hamburg Town PD,2011,61,0,61,17,8,25,78,8,86
Erie,Hamburg Town PD,2012,60,0,60,18,5,23,78,5,83
Erie,Hamburg Town PD,2013,60,0,60,17,7,24,77,7,84
Erie,Hamburg Town PD,2014,62,0,62,18,4,22,80,4,84
Erie,Hamburg Town PD,2015,63,0,63,19,3,22,82,3,85
Erie,Hamburg Town PD,2016,61,0,61,17,3,20,78,3,81
Erie,Hamburg Town PD,2017,62,0,62,3,1,4,65,1,66
Erie,Lancaster Town PD,2007,49,0,49,15,0,15,64,0,64
Erie,Lancaster Town PD,2008,50,0,50,15,0,15,65,0,65
Erie,Lancaster Town PD,2009,50,0,50,15,0,15,65,0,65
Erie,Lancaster Town PD,2010,49,0,49,15,0,15,64,0,64
Erie,Lancaster Town PD,2011,47,0,47,15,0,15,62,0,62
Erie,Lancaster Town PD,2012,50,0,50,14,0,14,64,0,64
Erie,Lancaster Town PD,2013,49,0,49,15,0,15,64,0,64
Erie,Lancaster Town PD,2014,46,0,46,15,0,15,61,0,61
Erie,Lancaster Town PD,2015,49,0,49,15,0,15,64,0,64
Erie,Lancaster Town PD,2016,49,0,49,15,0,15,64,0,64
Erie,Lancaster Town PD,2017,48,0,48,15,0,15,63,0,63
Erie,Tonawanda Town PD,2007,104,0,104,52,58,110,156,58,214
Erie,Tonawanda Town PD,2008,106,0,106,51,59,110,157,59,216
Erie,Tonawanda Town PD,2009,106,0,106,52,53,105,158,53,211
Erie,Tonawanda Town PD,2010,106,0,106,51,63,114,157,63,220
Erie,Tonawanda Town PD,2011,104,0,104,48,61,109,152,61,213
Erie,Tonawanda Town PD,2012,102,0,102,45,57,102,147,57,204
Erie,Tonawanda Town PD,2013,102,0,102,49,52,101,151,52,203
Erie,Tonawanda Town PD,2014,104,0,104,48,54,102,152,54,206
Erie,Tonawanda Town PD,2015,103,0,103,47,53,100,150,53,203
Erie,Tonawanda Town PD,2016,103,0,103,48,61,109,151,61,212
Erie,Tonawanda Town PD,2017,106,0,106,45,59,104,151,59,210
Erie,West Seneca Town PD,2007,66,0,66,14,33,47,80,33,113
Erie,West Seneca Town PD,2008,66,0,66,14,30,44,80,30,110
Erie,West Seneca Town PD,2009,64,0,64,14,27,41,78,27,105
Erie,West Seneca Town PD,2010,66,0,66,13,30,43,79,30,109
Erie,West Seneca Town PD,2011,67,0,67,12,29,41,79,29,108
Erie,West Seneca Town PD,2012,66,0,66,12,30,42,78,30,108
Erie,West Seneca Town PD,2013,69,0,69,14,12,26,83,12,95
Erie,West Seneca Town PD,2014,66,0,66,13,25,38,79,25,104
Erie,West Seneca Town PD,2015,66,0,66,12,29,41,78,29,107
Erie,West Seneca Town PD,2016,68,0,68,13,25,38,81,25,106
Erie,West Seneca Town PD,2017,65,0,65,13,27,40,78,27,105
Erie,SUNY Police - Buffalo,2007,63,0,63,6,0,6,69,0,69
Erie,SUNY Police - Buffalo,2008,60,0,60,6,0,6,66,0,66
Erie,SUNY Police - Buffalo,2009,62,0,62,6,0,6,68,0,68
Erie,SUNY Police - Buffalo,2010,55,0,55,6,0,6,61,0,61
Erie,SUNY Police - Buffalo,2011,61,0,61,7,0,7,68,0,68
Erie,SUNY Police - Buffalo,2012,61,0,61,9,0,9,70,0,70
Erie,SUNY Police - Buffalo,2013,0,0,0,0,0,0,0,0,0
Erie,SUNY Police - Buffalo,2014,58,0,58,11,0,11,69,0,69
Erie,SUNY Police - Buffalo,2015,57,0,57,10,0,10,67,0,67
Erie,SUNY Police - Buffalo,2016,56,0,56,13,0,13,69,0,69
Erie,SUNY Police - Buffalo,2017,57,0,57,13,0,13,70,0,70
Erie,SUNY Police - Buffalo State College,2007,31,0,31,2,0,2,33,0,33
Erie,SUNY Police - Buffalo State College,2008,28,0,28,2,0,2,30,0,30
Erie,SUNY Police - Buffalo State College,2009,33,0,33,2,0,2,35,0,35
Erie,SUNY Police - Buffalo State College,2010,30,0,30,1,0,1,31,0,31
Erie,SUNY Police - Buffalo State College,2011,29,0,29,1,0,1,30,0,30
Erie,SUNY Police - Buffalo State College,2012,32,0,32,2,0,2,34,0,34
Erie,SUNY Police - Buffalo State College,2013,33,0,33,2,0,2,35,0,35
Erie,SUNY Police - Buffalo State College,2014,30,0,30,2,0,2,32,0,32
Erie,SUNY Police - Buffalo State College,2015,32,0,32,2,0,2,34,0,34
Erie,SUNY Police - Buffalo State College,2016,32,0,32,3,0,3,35,0,35
Erie,SUNY Police - Buffalo State College,2017,32,0,32,4,0,4,36,0,36
Essex,Essex County Sheriff,2007,25,0,25,2,0,2,27,0,27
Essex,Essex County Sheriff,2008,20,0,20,2,0,2,22,0,22
Essex,Essex County Sheriff,2009,18,0,18,2,0,2,20,0,20
Essex,Essex County Sheriff,2010,5,0,5,1,0,1,6,0,6
Essex,Essex County Sheriff,2011,21,0,21,8,1,9,29,1,30
Essex,Essex County Sheriff,2012,21,0,21,2,0,2,23,0,23
Essex,Essex County Sheriff,2013,19,0,19,2,0,2,21,0,21
Essex,Essex County Sheriff,2014,20,0,20,2,0,2,22,0,22
Essex,Essex County Sheriff,2015,0,0,0,0,0,0,0,0,0
Essex,Essex County Sheriff,2016,15,0,15,0,0,0,15,0,15
Essex,Essex County Sheriff,2017,0,0,0,0,0,0,0,0,0
Essex,Lake Placid Vg PD,2007,14,2,16,4,0,4,18,2,20
Essex,Lake Placid Vg PD,2008,14,4,18,4,0,4,18,4,22
Essex,Lake Placid Vg PD,2009,14,4,18,3,0,3,17,4,21
Essex,Lake Placid Vg PD,2010,14,4,18,3,0,3,17,4,21
Essex,Lake Placid Vg PD,2011,10,2,12,3,2,5,13,4,17
Essex,Lake Placid Vg PD,2012,11,4,15,3,2,5,14,6,20
Essex,Lake Placid Vg PD,2013,11,4,15,3,0,3,14,4,18
Essex,Lake Placid Vg PD,2014,10,2,12,3,0,3,13,2,15
Essex,Lake Placid Vg PD,2015,11,1,12,3,0,3,14,1,15
Essex,Lake Placid Vg PD,2016,12,1,13,3,0,3,15,1,16
Essex,Lake Placid Vg PD,2017,12,1,13,3,0,3,15,1,16
Essex,Ticonderoga Town PD,2007,7,3,10,3,4,7,10,7,17
Essex,Ticonderoga Town PD,2008,7,3,10,0,2,2,7,5,12
Essex,Ticonderoga Town PD,2009,7,3,10,0,1,1,7,4,11
Essex,Ticonderoga Town PD,2010,7,6,13,0,1,1,7,7,14
Essex,Ticonderoga Town PD,2011,7,6,13,0,1,1,7,7,14
Essex,Ticonderoga Town PD,2012,7,6,13,0,1,1,7,7,14
Essex,Ticonderoga Town PD,2013,7,6,13,0,1,1,7,7,14
Essex,Ticonderoga Town PD,2014,6,7,13,0,1,1,6,8,14
Essex,Ticonderoga Town PD,2015,6,6,12,0,0,0,6,6,12
Essex,Ticonderoga Town PD,2016,6,5,11,0,1,1,6,6,12
Essex,Ticonderoga Town PD,2017,0,0,0,0,0,0,0,0,0
Essex,Moriah Town PD,2007,2,1,3,0,0,0,2,1,3
Essex,Moriah Town PD,2008,2,1,3,0,0,0,2,1,3
Essex,Moriah Town PD,2009,2,0,2,0,0,0,2,0,2
Essex,Moriah Town PD,2010,2,0,2,0,0,0,2,0,2
Essex,Moriah Town PD,2011,2,0,2,0,0,0,2,0,2
Essex,Moriah Town PD,2012,2,0,2,0,0,0,2,0,2
Essex,Moriah Town PD,2013,2,0,2,0,0,0,2,0,2
Essex,Moriah Town PD,2014,2,0,2,0,0,0,2,0,2
Essex,Moriah Town PD,2015,2,0,2,0,0,0,2,0,2
Essex,Moriah Town PD,2016,2,0,2,0,0,0,2,0,2
Essex,Moriah Town PD,2017,2,0,2,0,0,0,2,0,2
Franklin,Franklin County Sheriff,2007,3,0,3,8,3,11,11,3,14
Franklin,Franklin County Sheriff,2008,3,0,3,9,2,11,12,2,14
Franklin,Franklin County Sheriff,2009,3,0,3,4,3,7,7,3,10
Franklin,Franklin County Sheriff,2010,3,0,3,4,3,7,7,3,10
Franklin,Franklin County Sheriff,2011,7,0,7,7,3,10,14,3,17
Franklin,Franklin County Sheriff,2012,43,10,53,7,5,12,50,15,65
